@ NAME             %05s "TWISS"
@ TYPE             %05s "TWISS"
@ SEQUENCE         %08s "ICR_IPN2"
@ PARTICLE         %06s "PROTON"
@ MASS             %le        0.9382720813
@ CHARGE           %le                   1
@ ENERGY           %le         200.0022009
@ PC               %le                 200
@ GAMMA            %le         213.1601322
@ KBUNCH           %le                   1
@ BCURRENT         %le                   0
@ SIGE             %le              0.0003
@ SIGT             %le                   1
@ NPART            %le                   0
@ EX               %le     1.641976142e-09
@ EY               %le     3.283952285e-10
@ ET               %le               0.001
@ BV_FLAG          %le                   1
@ LENGTH           %le            2335.975
@ ALFA             %le      0.005796577504
@ ORBIT5           %le                  -0
@ GAMMATR          %le          13.1345191
@ Q1               %le         23.21998653
@ Q2               %le         20.16005938
@ DQ1              %le     6.523722838e-10
@ DQ2              %le     1.748931592e-09
@ DXMAX            %le         5.665685856
@ DYMAX            %le                  -0
@ XCOMAX           %le                   0
@ YCOMAX           %le                   0
@ BETXMAX          %le         4212.862086
@ BETYMAX          %le          4208.30176
@ XCORMS           %le                   0
@ YCORMS           %le                   0
@ DXRMS            %le         1.692066567
@ DYRMS            %le                   0
@ DELTAP           %le                   0
@ SYNCH_1          %le                   0
@ SYNCH_2          %le                   0
@ SYNCH_3          %le                   0
@ SYNCH_4          %le                   0
@ SYNCH_5          %le                   0
@ TITLE            %08s "no-title"
@ ORIGIN           %16s "5.04.02 Linux 64"
@ DATE             %08s "27/06/19"
@ TIME             %08s "13.47.44"
* NAME               KEYWORD                             S                  L              ANGLE               BETY               ALFY                MUY                K1L 
$ %s                 %s                                %le                %le                %le                %le                %le                %le                %le 
 "DBXAFE"            "DRIFT"                    634.9041192               0.14                  0         8.19636547      -0.6862489807        4.726011216                  0
 "BXAF"              "RBEND"                    638.9041192                  4      0.03674081153        16.54298476       -1.398997309        4.781819584                  0
 "DBXAFE"            "DRIFT"                    639.0441192               0.14                  0        16.93820767       -1.424023451         4.78315069                  0
 "DBSXT"             "DRIFT"                    639.2441192                0.2                  0        17.51496737       -1.459775082        4.784998773                  0
 "DBXAFE"            "DRIFT"                    639.3841192               0.14                  0        17.92720805       -1.484801224        4.786256226                  0
 "BXAF"              "RBEND"                    643.3841192                  4      0.03674081153        32.63353594       -2.189298983        4.812698054                  0
 "DBXAFE"            "DRIFT"                    643.5241192               0.14                  0          33.250019        -2.21415146        4.813374482                  0
 "DAF03"             "DRIFT"                    643.5436771      0.01955786917                  0        33.33669507       -2.217623328        4.813467976                  0
 "DAF01"             "DRIFT"                    644.2436771                0.7                  0         36.5283514       -2.341885713        4.816660771                  0
 "MON"               "MONITOR"                  644.3936771               0.15                  0        37.23491127       -2.368513367        4.817308096                  0
 "DQAFE"             "DRIFT"                    644.4436771               0.05                  0         37.4722064       -2.377389252        4.817521136                  0
 "QAF02"             "QUADRUPOLE"               645.2436771                0.8                  0        37.47214966        2.377457762        4.820862243      -0.1263747265
 "DQAFE"             "DRIFT"                    645.2936771               0.05                  0         37.2348477        2.368581429        4.821075283                  0
 "DSXT"              "DRIFT"                    645.3436771               0.05                  0        36.99843338        2.359705096        4.821289682                  0
 "SXT02"             "SEXTUPOLE"                645.8436771                0.5                  0        34.68310995        2.270941769        4.823511219                  0
 "DSXT"              "DRIFT"                    645.8936771               0.05                  0        34.45645959        2.262065436        4.823741414                  0
 "DAF03"             "DRIFT"                     645.913235      0.01955786917                  0        34.36804513        2.258593393        4.823831869                  0
 "DAF02"             "DRIFT"                     646.163235               0.25                  0        33.24984385        2.214211729         4.82500891                  0
 "DBXAFE"            "DRIFT"                     646.303235               0.14                  0        32.63334409        2.189357997        4.825685342                  0
 "BXAF"              "RBEND"                     650.303235                  4      0.03674081153        17.92668806        1.484824191        4.852127636                  0
 "DBXAFE"            "DRIFT"                     650.443235               0.14                  0        17.51444112         1.45979679        4.853385126                  0
 "DBSXT"             "DRIFT"                     650.643235                0.2                  0        16.93767309        1.424043361        4.855233266                  0
 "DBXAFE"            "DRIFT"                     650.783235               0.14                  0        16.54244479         1.39901596        4.856564414                  0
 "BXAF"              "RBEND"                     654.783235                  4      0.03674081153        8.195820951       0.6862314653        4.912375666                  0
 "DBXAFE"            "DRIFT"                     654.923235               0.14                  0        8.007193775       0.6611055006        4.915126304                  0
 "DAF03"             "DRIFT"                    654.9427928      0.01955786917                  0        7.981402795       0.6575954269        4.915515674                  0
 "DAF01"             "DRIFT"                    655.6427928                0.7                  0        7.148710074       0.5319656037        4.930285939                  0
 "MON"               "MONITOR"                  655.7927928               0.15                  0        6.993158494       0.5050449273        4.933662647                  0
 "DQAFE"             "DRIFT"                    655.8427928               0.05                  0        6.943102679       0.4960713685        4.934804684                  0
 "QAF01H"            "QUADRUPOLE"               656.2427928                0.4                  0        6.746241424    0.0002401324968        4.944151385      0.06347715412
 "SNAKE1"            "MARKER"                   656.2427928                  0                  0        6.746241424    0.0002401324968        4.944151385                  0
 "QAF01H"            "QUADRUPOLE"               656.6427928                0.4                  0        6.942711931      -0.4955665077         4.95349835      0.06347715412
 "DQAFE"             "DRIFT"                    656.6927928               0.05                  0        6.992717104       -0.504536966        4.954640456                  0
 "MON"               "MONITOR"                  656.8427928               0.15                  0          7.1481149      -0.5314483411         4.95801741                  0
 "DAF01"             "DRIFT"                    657.5427928                0.7                  0         7.98005307      -0.6570347579        4.972789545                  0
 "DAF03"             "DRIFT"                    657.5623507      0.01955786917                  0        8.005822095      -0.6605436189        4.973178981                  0
 "DBXAFE"            "DRIFT"                    657.7023507               0.14                  0        8.194290728      -0.6856609023        4.975930111                  0
 "BXAF"              "RBEND"                    661.7023507                  4      0.03674081153        16.53536306       -1.398199584        5.031759266                  0
 "DBXAFE"            "DRIFT"                    661.8423507               0.14                  0        16.93036158       -1.423218369        5.033090987                  0
 "DBSXT"             "DRIFT"                    662.0423507                0.2                  0        17.50679715        -1.45895949         5.03493993                  0
 "DBXAFE"            "DRIFT"                    662.1823507               0.14                  0        17.91880843       -1.483978275        5.036197971                  0
 "BXAF"              "RBEND"                    666.1823507                  4      0.03674081153        32.61772769       -2.188271025        5.062652521                  0
 "DBXAFE"            "DRIFT"                    666.3223507               0.14                  0        33.23392191       -2.213116232        5.063329277                  0
 "DAF02"             "DRIFT"                    666.5723507               0.25                  0        34.35157163       -2.257482674        5.064506883                  0
 "DAF03"             "DRIFT"                    666.5919086      0.01955786917                  0        34.43994262       -2.260953526         5.06459738                  0
 "DSXT"              "DRIFT"                    666.6419086               0.05                  0        34.66648164       -2.269826815        5.064827686                  0
 "SXT02"             "SEXTUPOLE"                667.1419086                0.5                  0        36.98067489       -2.358559698        5.067050289                  0
 "DSXT"              "DRIFT"                    667.1919086               0.05                  0        37.21697453       -2.367432987        5.067264791                  0
 "DQAFE"             "DRIFT"                    667.2419086               0.05                  0        37.45416149       -2.376306275        5.067477934                  0
 "QAF02"             "QUADRUPOLE"               668.0419086                0.8                  0        37.45421799        2.376238041        5.070820646      -0.1263747265
 "DQAFE"             "DRIFT"                    668.0919086               0.05                  0        37.21703783        2.367365199        5.071033788                  0
 "MON"               "MONITOR"                  668.2419086               0.15                  0        36.51082105        2.340746673        5.071681424                  0
 "DAF01"             "DRIFT"                    668.9419086                0.7                  0        33.32072956        2.216526884         5.07487575                  0
 "DAF03"             "DRIFT"                    668.9614664      0.01955786917                  0        33.23409636        2.213056206        5.074969289                  0
 "DBXAFE"            "DRIFT"                    669.1014664               0.14                  0        32.61791877        2.188212248        5.075646041                  0
 "BXAF"              "RBEND"                    673.1014664                  4      0.03674081153        17.91932634        1.483955401        5.102100127                  0
 "DBXAFE"            "DRIFT"                    673.2414664               0.14                  0        17.50732128         1.45893787        5.103358131                  0
 "DBSXT"             "DRIFT"                    673.4414664                0.2                  0          16.930894        1.423198539        5.105207017                  0
 "DBXAFE"            "DRIFT"                    673.5814664               0.14                  0        16.53590086        1.398181008        5.106538695                  0
 "BXAF"              "RBEND"                    677.5814664                  4      0.03674081153        8.194833054       0.6856783472        5.162364976                  0
 "DBXAFE"            "DRIFT"                    677.7214664               0.14                  0        8.006359361       0.6605623174        5.165115923                  0
 "DAF02"             "DRIFT"                    677.9714664               0.25                  0        7.687290716       0.6157122642        5.170188509                  0
 "DAF03"             "DRIFT"                    677.9910243      0.01955786917                  0        7.663275299       0.6122035783        5.170594063                  0
 "DSXT"              "DRIFT"                    678.0410243               0.05                  0        7.602503441       0.6032335676        5.171636639                  0
 "SXT01"             "SEXTUPOLE"                678.5410243                0.5                  0        7.044119927       0.5135334611        5.182519346                  0
 "DSXT"              "DRIFT"                    678.5910243               0.05                  0        6.993215081       0.5045634504         5.18365316                  0
 "DQAFE"             "DRIFT"                    678.6410243               0.05                  0        6.943207237       0.4955934398        5.184795185                  0
 "QAF01"             "QUADRUPOLE"               679.4410243                0.8                  0        6.943598021      -0.4960983462        5.203487511       0.1269543082
 "DQAFE"             "DRIFT"                    679.4910243               0.05                  0        6.993656511      -0.5050714576        5.204629467                  0
 "MON"               "MONITOR"                  679.6410243               0.15                  0        7.149215849      -0.5319907918        5.208005935                  0
 "DAF01"             "DRIFT"                    680.3410243                0.7                  0        7.981939449      -0.6576143512        5.222775178                  0
 "DAF03"             "DRIFT"                    680.3605822      0.01955786917                  0        8.007731166      -0.6611242499        5.223164522                  0
 "DBXAFE"            "DRIFT"                    680.5005822               0.14                  0        8.196363415      -0.6862489618        5.225914976                  0
 "BXAF"              "RBEND"                    684.5005822                  4      0.03674081153        16.54298323       -1.398997458        5.281723354                  0
 "DBXAFE"            "DRIFT"                    684.6405822               0.14                  0        16.93820617       -1.424023606         5.28305446                  0
 "DBSXT"             "DRIFT"                    684.8405822                0.2                  0        17.51496594       -1.459775245        5.284902543                  0
 "DBXAFE"            "DRIFT"                    684.9805822               0.14                  0        17.92720667       -1.484801393        5.286159996                  0
 "BXAF"              "RBEND"                    688.9805822                  4      0.03674081153        32.63353658       -2.189299319        5.312601825                  0
 "DBXAFE"            "DRIFT"                    689.1205822               0.14                  0        33.25001974       -2.214151802        5.313278253                  0
 "DAF02"             "DRIFT"                    689.3705822               0.25                  0         34.3681905       -2.258531235        5.314455289                  0
 "DAF03"             "DRIFT"                    689.3901401      0.01955786917                  0        34.45660252       -2.262003104        5.314545743                  0
 "DSXT"              "DRIFT"                    689.4401401               0.05                  0        34.68324662       -2.270878991        5.314775937                  0
 "SXT02"             "SEXTUPOLE"                689.9401401                0.5                  0        36.99850505       -2.359637858        5.316997468                  0
 "DSXT"              "DRIFT"                    689.9901401               0.05                  0        37.23491263       -2.368513745        5.317211867                  0
 "DQAFE"             "DRIFT"                    690.0401401               0.05                  0         37.4722078       -2.377389632        5.317424906                  0
 "QAF02"             "QUADRUPOLE"               690.8401401                0.8                  0        37.47215152         2.37745759        5.320766014      -0.1263747265
 "DQAFE"             "DRIFT"                    690.8901401               0.05                  0        37.23484958        2.368581259        5.320979054                  0
 "MON"               "MONITOR"                  691.0401401               0.15                  0        36.52826955        2.341952265         5.32162638                  0
 "DAF01"             "DRIFT"                    691.7401401                0.7                  0        33.33652442        2.217683628        5.324819186                  0
 "DAF03"             "DRIFT"                    691.7596979      0.01955786917                  0          33.249846        2.214211585        5.324912681                  0
 "DBXAFE"            "DRIFT"                    691.8996979               0.14                  0        32.63334627        2.189357858        5.325589112                  0
 "BXAF"              "RBEND"                    695.8996979                  4      0.03674081153        17.92669087        1.484824175        5.352031403                  0
 "DBXAFE"            "DRIFT"                    696.0396979               0.14                  0        17.51444393        1.459796778        5.353288893                  0
 "DBSXT"             "DRIFT"                    696.2396979                0.2                  0        16.93767591        1.424043355        5.355137033                  0
 "DBXAFE"            "DRIFT"                    696.3796979               0.14                  0         16.5424476        1.399015959        5.356468181                  0
 "BXAF"              "RBEND"                    700.3796979                  4      0.03674081153        8.195823282       0.6862315874         5.41227942                  0
 "DBXAFE"            "DRIFT"                    700.5196979               0.14                  0        8.007196072       0.6611056271        5.415030057                  0
 "DAF02"             "DRIFT"                    700.7696979               0.25                  0        7.687860205       0.6162378407         5.42010219                  0
 "DAF03"             "DRIFT"                    700.7892558      0.01955786917                  0        7.663824256       0.6127277675        5.420507714                  0
 "DSXT"              "DRIFT"                    700.8392558               0.05                  0        7.603000157       0.6037542103        5.421550219                  0
 "SXT01"             "SEXTUPOLE"                701.3392558                0.5                  0        7.044113734       0.5140186376        5.432432575                  0
 "DSXT"              "DRIFT"                    701.3892558               0.05                  0        6.993160548       0.5050450803        5.433566394                  0
 "DQAFE"             "DRIFT"                    701.4392558               0.05                  0        6.943104717       0.4960715231        5.434708431                  0
 "QAF01"             "QUADRUPOLE"               702.2392558                0.8                  0        6.942713898      -0.4955665711        5.453402091       0.1269543082
 "DQAFE"             "DRIFT"                    702.2892558               0.05                  0        6.992719078      -0.5045370274        5.454544197                  0
 "MON"               "MONITOR"                  702.4392558               0.15                  0        7.148116892      -0.5314483961        5.457921151                  0
 "DAF01"             "DRIFT"                    703.1392558                0.7                  0        7.980055118      -0.6570347837        5.472693281                  0
 "DAF03"             "DRIFT"                    703.1588137      0.01955786917                  0        8.005824144      -0.6605436439        5.473082717                  0
 "DBXAFE"            "DRIFT"                    703.2988137               0.14                  0        8.194292783      -0.6856609214        5.475833847                  0
 "BXAF"              "RBEND"                    707.2988137                  4      0.03674081153         16.5353646       -1.398199436        5.531662992                  0
 "DBXAFE"            "DRIFT"                    707.4388137               0.14                  0        16.93036307       -1.423218215        5.532994712                  0
 "DBSXT"             "DRIFT"                    707.6388137                0.2                  0        17.50679858       -1.458959328        5.534843655                  0
 "DBXAFE"            "DRIFT"                    707.7788137               0.14                  0        17.91880982       -1.483978107        5.536101696                  0
 "BXAF"              "RBEND"                    711.7788137                  4      0.03674081153        32.61772706       -2.188270689        5.562556245                  0
 "DBXAFE"            "DRIFT"                    711.9188137               0.14                  0        33.23392118       -2.213115891        5.563233001                  0
 "DAF02"             "DRIFT"                    712.1688137               0.25                  0        34.35157073       -2.257482322        5.564410607                  0
 "DAF03"             "DRIFT"                    712.1883715      0.01955786917                  0         34.4399417       -2.260953174        5.564501105                  0
 "DSXT"              "DRIFT"                    712.2383715               0.05                  0        34.66648068        -2.26982646         5.56473141                  0
 "SXT02"             "SEXTUPOLE"                712.7383715                0.5                  0        36.98067358       -2.358559323        5.566954013                  0
 "DSXT"              "DRIFT"                    712.7883715               0.05                  0        37.21697317       -2.367432609        5.567168516                  0
 "DQAFE"             "DRIFT"                    712.8383715               0.05                  0         37.4541601       -2.376305895        5.567381658                  0
 "QAF02"             "QUADRUPOLE"               713.6383715                0.8                  0        37.45421614        2.376238213         5.57072437      -0.1263747265
 "DQAFE"             "DRIFT"                    713.6883715               0.05                  0        37.21703597         2.36736537        5.570937512                  0
 "MON"               "MONITOR"                  713.8383715               0.15                  0        36.51081913        2.340746839        5.571585148                  0
 "DAF01"             "DRIFT"                    714.5383715                0.7                  0        33.32072743        2.216527028        5.574779475                  0
 "DAF03"             "DRIFT"                    714.5579294      0.01955786917                  0        33.23409422         2.21305635        5.574873014                  0
 "DBXAFE"            "DRIFT"                    714.6979294               0.14                  0        32.61791659        2.188212388        5.575549766                  0
 "BXAF"              "RBEND"                    718.6979294                  4      0.03674081153        17.91932353        1.483955418        5.602003855                  0
 "DBXAFE"            "DRIFT"                    718.8379294               0.14                  0        17.50731847        1.458937882        5.603261859                  0
 "DBSXT"             "DRIFT"                    719.0379294                0.2                  0        16.93089118        1.423198545        5.605110745                  0
 "DBXAFE"            "DRIFT"                    719.1779294               0.14                  0        16.53589805         1.39818101        5.606442424                  0
 "BXAF"              "RBEND"                    723.1779294                  4      0.03674081153        8.194830723       0.6856782253        5.662268718                  0
 "DBXAFE"            "DRIFT"                    723.3179294               0.14                  0        8.006357065       0.6605621912        5.665019665                  0
 "DAF02"             "DRIFT"                    723.5679294               0.25                  0        7.687288485       0.6157121303        5.670092254                  0
 "DAF03"             "DRIFT"                    723.5874873      0.01955786917                  0        7.663273073       0.6122034438        5.670497807                  0
 "DSXT"              "DRIFT"                    723.6374873               0.05                  0        7.602501229       0.6032334316        5.671540384                  0
 "SXT01"             "SEXTUPOLE"                724.1374873                0.5                  0        7.044117858       0.5135333097        5.682423094                  0
 "DSXT"              "DRIFT"                    724.1874873               0.05                  0        6.993213028       0.5045632976        5.683556908                  0
 "DQAFE"             "DRIFT"                    724.2374873               0.05                  0        6.943205199       0.4955932854        5.684698933                  0
 "QAF01"             "QUADRUPOLE"               725.0374873                0.8                  0        6.943596053      -0.4960982826        5.703391264       0.1269543082
 "DQAFE"             "DRIFT"                    725.0874873               0.05                  0        6.993654537      -0.5050713961        5.704533221                  0
 "MON"               "MONITOR"                  725.2374873               0.15                  0        7.149213857      -0.5319907365         5.70790969                  0
 "DAF01"             "DRIFT"                    725.9374873                0.7                  0          7.9819374      -0.6576143252        5.722678937                  0
 "DAF03"             "DRIFT"                    725.9570451      0.01955786917                  0        8.007729116      -0.6611242247        5.723068281                  0
 "DBXAFE"            "DRIFT"                    726.0970451               0.14                  0        8.196361359      -0.6862489425        5.725818736                  0
 "BXAF"              "RBEND"                    730.0970451                  4      0.03674081153        16.54298169       -1.398997606        5.781627124                  0
 "DBXAFE"            "DRIFT"                    730.2370451               0.14                  0        16.93820468        -1.42402376         5.78295823                  0
 "DBSXT"             "DRIFT"                    730.4370451                0.2                  0        17.51496451       -1.459775408        5.784806314                  0
 "DBXAFE"            "DRIFT"                    730.5770451               0.14                  0        17.92720529       -1.484801562        5.786063767                  0
 "BXAF"              "RBEND"                    734.5770451                  4      0.03674081153        32.63353721       -2.189299654        5.812505596                  0
 "DBXAFE"            "DRIFT"                    734.7170451               0.14                  0        33.25002046       -2.214152143        5.813182024                  0
 "DAF02"             "DRIFT"                    734.9670451               0.25                  0        34.36819139       -2.258531587         5.81435906                  0
 "DAF03"             "DRIFT"                     734.986603      0.01955786917                  0        34.45660343       -2.262003456        5.814449514                  0
 "DSXT"              "DRIFT"                     735.036603               0.05                  0        34.68324757       -2.270879345        5.814679708                  0
 "SXT02"             "SEXTUPOLE"                 735.536603                0.5                  0        36.99850636       -2.359638234        5.816901239                  0
 "DSXT"              "DRIFT"                     735.586603               0.05                  0        37.23491397       -2.368514122        5.817115638                  0
 "DQAFE"             "DRIFT"                     735.636603               0.05                  0        37.47220918       -2.377390011        5.817328677                  0
 "QAF02"             "QUADRUPOLE"                736.436603                0.8                  0        37.47215336        2.377457417        5.820669784      -0.1263747265
 "DQAFE"             "DRIFT"                     736.486603               0.05                  0        37.23485144        2.368581088        5.820882824                  0
 "MON"               "MONITOR"                   736.636603               0.15                  0        36.52827146        2.341952099        5.821530151                  0
 "DAF01"             "DRIFT"                     737.336603                0.7                  0        33.33652655        2.217683483        5.824722957                  0
 "DAF03"             "DRIFT"                    737.3561609      0.01955786917                  0        33.24984813        2.214211441        5.824816451                  0
 "DBXAFE"            "DRIFT"                    737.4961609               0.14                  0        32.63334845        2.189357717        5.825492883                  0
 "BXAF"              "RBEND"                    741.4961609                  4      0.03674081153        17.92669367        1.484824158        5.851935171                  0
 "DBXAFE"            "DRIFT"                    741.6361609               0.14                  0        17.51444674        1.459796766         5.85319266                  0
 "DBSXT"             "DRIFT"                    741.8361609                0.2                  0        16.93767871        1.424043349          5.8550408                  0
 "DBXAFE"            "DRIFT"                    741.9761609               0.14                  0        16.54245041        1.399015957        5.856371948                  0
 "BXAF"              "RBEND"                    745.9761609                  4      0.03674081153        8.195825613       0.6862317092        5.912183173                  0
 "DBXAFE"            "DRIFT"                    746.1161609               0.14                  0        8.007198368       0.6611057531         5.91493381                  0
 "DAF02"             "DRIFT"                    746.3661609               0.25                  0        7.687862436       0.6162379744        5.920005942                  0
 "DAF03"             "DRIFT"                    746.3857187      0.01955786917                  0        7.663826482       0.6127279018        5.920411466                  0
 "DSXT"              "DRIFT"                    746.4357187               0.05                  0         7.60300237       0.6037543461         5.92145397                  0
 "SXT01"             "SEXTUPOLE"                746.9357187                0.5                  0        7.044115802       0.5140187888        5.932336322                  0
 "DSXT"              "DRIFT"                    746.9857187               0.05                  0        6.993162601        0.505045233        5.933470141                  0
 "DQAFE"             "DRIFT"                    747.0357187               0.05                  0        6.943106756       0.4960716773        5.934612178                  0
 "QAF01"             "QUADRUPOLE"               747.8357187                0.8                  0        6.942715866      -0.4955666349        5.953305833       0.1269543082
 "DQAFE"             "DRIFT"                    747.8857187               0.05                  0        6.992721053      -0.5045370891        5.954447938                  0
 "MON"               "MONITOR"                  748.0357187               0.15                  0        7.148118884      -0.5314484516        5.957824891                  0
 "DAF01"             "DRIFT"                    748.7357187                0.7                  0        7.980057167        -0.65703481        5.972597018                  0
 "DAF03"             "DRIFT"                    748.7552766      0.01955786917                  0        8.005826194      -0.6605436693        5.972986454                  0
 "DBXAFE"            "DRIFT"                    748.8952766               0.14                  0         8.19429484       -0.685660941        5.975737582                  0
 "BXAF"              "RBEND"                    752.8952766                  4      0.03674081153        16.53536614       -1.398199288        6.031566717                  0
 "DBXAFE"            "DRIFT"                    753.0352766               0.14                  0        16.93036457       -1.423218061        6.032898438                  0
 "DBSXT"             "DRIFT"                    753.2352766                0.2                  0        17.50680001       -1.458959165         6.03474738                  0
 "DBXAFE"            "DRIFT"                    753.3752766               0.14                  0        17.91881121       -1.483977939        6.036005421                  0
 "BXAF"              "RBEND"                    757.3752766                  4      0.03674081153        32.61772644       -2.188270354         6.06245997                  0
 "DBXAFE"            "DRIFT"                    757.5152766               0.14                  0        33.23392046        -2.21311555        6.063136725                  0
 "DAF02"             "DRIFT"                    757.7652766               0.25                  0        34.35156984       -2.257481971        6.064314331                  0
 "DAF03"             "DRIFT"                    757.7848345      0.01955786917                  0         34.4399408       -2.260952822        6.064404829                  0
 "DSXT"              "DRIFT"                    757.8348345               0.05                  0        34.66647975       -2.269826106        6.064635134                  0
 "SXT02"             "SEXTUPOLE"                758.3348345                0.5                  0        36.98067227       -2.358558948        6.066857738                  0
 "DSXT"              "DRIFT"                    758.3848345               0.05                  0        37.21697183       -2.367432232         6.06707224                  0
 "DQAFE"             "DRIFT"                    758.4348345               0.05                  0        37.45415872       -2.376305517        6.067285383                  0
 "QAF02"             "QUADRUPOLE"               759.2348345                0.8                  0        37.45421431        2.376238386        6.070628095      -0.1263747265
 "DQAFE"             "DRIFT"                    759.2848345               0.05                  0        37.21703411        2.367365541        6.070841237                  0
 "MON"               "MONITOR"                  759.4348345               0.15                  0        36.51081723        2.340747006        6.071488873                  0
 "DAF01"             "DRIFT"                    760.1348345                0.7                  0         33.3207253        2.216527174          6.0746832                  0
 "DAF03"             "DRIFT"                    760.1543924      0.01955786917                  0        33.23409209        2.213056495        6.074776739                  0
 "DBXAFE"            "DRIFT"                    760.2943924               0.14                  0        32.61791442        2.188212528        6.075453491                  0
 "BXAF"              "RBEND"                    764.2943924                  4      0.03674081153        17.91932073        1.483955435        6.101907583                  0
 "DBXAFE"            "DRIFT"                    764.4343924               0.14                  0        17.50731567        1.458937895        6.103165587                  0
 "DBSXT"             "DRIFT"                    764.6343924                0.2                  0        16.93088838        1.423198552        6.105014474                  0
 "DBXAFE"            "DRIFT"                    764.7743924               0.14                  0        16.53589524        1.398181012        6.106346153                  0
 "BXAF"              "RBEND"                    768.7743924                  4      0.03674081153        8.194828393       0.6856781037         6.16217246                  0
 "DBXAFE"            "DRIFT"                    768.9143924               0.14                  0        8.006354769       0.6605620653        6.164923408                  0
 "DAF02"             "DRIFT"                    769.1643924               0.25                  0        7.687286254       0.6157119968        6.169995998                  0
 "DAF03"             "DRIFT"                    769.1839502      0.01955786917                  0        7.663270847       0.6122033097        6.170401551                  0
 "DSXT"              "DRIFT"                    769.2339502               0.05                  0        7.602499017       0.6032332959        6.171444128                  0
 "SXT01"             "SEXTUPOLE"                769.7339502                0.5                  0        7.044115789       0.5135331588        6.182326841                  0
 "DSXT"              "DRIFT"                    769.7839502               0.05                  0        6.993210974        0.504563145        6.183460657                  0
 "DQAFE"             "DRIFT"                    769.8339502               0.05                  0         6.94320316       0.4955931313        6.184602682                  0
 "QAF01"             "QUADRUPOLE"               770.6339502                0.8                  0        6.943594084      -0.4960982186        6.203295018       0.1269543082
 "DQAFE"             "DRIFT"                    770.6839502               0.05                  0        6.993652562      -0.5050713342        6.204436975                  0
 "MON"               "MONITOR"                  770.8339502               0.15                  0        7.149211864      -0.5319906809        6.207813445                  0
 "DAF01"             "DRIFT"                    771.5339502                0.7                  0         7.98193535      -0.6576142987        6.222582696                  0
 "DAF03"             "DRIFT"                    771.5535081      0.01955786917                  0        8.007727065      -0.6611241991         6.22297204                  0
 "DBXAFE"            "DRIFT"                    771.6935081               0.14                  0        8.196359302      -0.6862489227        6.225722496                  0
 "BXAF"              "RBEND"                    775.6935081                  4      0.03674081153        16.54298014       -1.398997754        6.281530894                  0
 "DBXAFE"            "DRIFT"                    775.8335081               0.14                  0        16.93820317       -1.424023913           6.282862                  0
 "DBSXT"             "DRIFT"                    776.0335081                0.2                  0        17.51496307        -1.45977557        6.284710084                  0
 "DBXAFE"            "DRIFT"                    776.1735081               0.14                  0        17.92720389       -1.484801729        6.285967537                  0
 "BXAF"              "RBEND"                    780.1735081                  4      0.03674081153        32.63353783       -2.189299988        6.312409367                  0
 "DBXAFE"            "DRIFT"                    780.3135081               0.14                  0        33.25002117       -2.214152483        6.313085795                  0
 "DAF02"             "DRIFT"                    780.5635081               0.25                  0        34.36819228       -2.258531938        6.314262831                  0
 "DAF03"             "DRIFT"                     780.583066      0.01955786917                  0        34.45660432       -2.262003808        6.314353285                  0
 "DSXT"              "DRIFT"                     780.633066               0.05                  0         34.6832485       -2.270879699        6.314583479                  0
 "SXT02"             "SEXTUPOLE"                 781.133066                0.5                  0        36.99850765       -2.359638608        6.316805009                  0
 "DSXT"              "DRIFT"                     781.183066               0.05                  0        37.23491531       -2.368514499        6.317019409                  0
 "DQAFE"             "DRIFT"                     781.233066               0.05                  0        37.47221055        -2.37739039        6.317232448                  0
 "QAF02"             "QUADRUPOLE"                782.033066                0.8                  0        37.47215519        2.377457244        6.320573555      -0.1263747265
 "DQAFE"             "DRIFT"                     782.083066               0.05                  0        37.23485328        2.368580916        6.320786595                  0
 "MON"               "MONITOR"                   782.233066               0.15                  0        36.52827336        2.341951931        6.321433921                  0
 "DAF01"             "DRIFT"                     782.933066                0.7                  0        33.33652867        2.217683337        6.324626727                  0
 "DAF03"             "DRIFT"                    782.9526238      0.01955786917                  0        33.24985025        2.214211295        6.324720222                  0
 "DBXAFE"            "DRIFT"                    783.0926238               0.14                  0        32.63335061        2.189357576        6.325396653                  0
 "BXAF"              "RBEND"                    787.0926238                  4      0.03674081153        17.92669646        1.484824141        6.351838938                  0
 "DBXAFE"            "DRIFT"                    787.2326238               0.14                  0        17.51444954        1.459796753        6.353096427                  0
 "DBSXT"             "DRIFT"                    787.4326238                0.2                  0        16.93768152        1.424043342        6.354944567                  0
 "DBXAFE"            "DRIFT"                    787.5726238               0.14                  0        16.54245322        1.399015954        6.356275714                  0
 "BXAF"              "RBEND"                    791.5726238                  4      0.03674081153        8.195827943       0.6862318305        6.412086927                  0
 "DBXAFE"            "DRIFT"                    791.7126238               0.14                  0        8.007200663       0.6611058788        6.414837562                  0
 "DAF02"             "DRIFT"                    791.9626238               0.25                  0        7.687864667       0.6162381077        6.419909693                  0
 "DAF03"             "DRIFT"                    791.9821817      0.01955786917                  0        7.663828708       0.6127280358        6.420315217                  0
 "DSXT"              "DRIFT"                    792.0321817               0.05                  0        7.603004582       0.6037544816        6.421357721                  0
 "SXT01"             "SEXTUPOLE"                792.5321817                0.5                  0        7.044117871       0.5140189396         6.43224007                  0
 "DSXT"              "DRIFT"                    792.5821817               0.05                  0        6.993164655       0.5050453854        6.433373889                  0
