@ NAME             %05s "TWISS"
@ TYPE             %05s "TWISS"
@ SEQUENCE         %08s "ICR_IPN2"
@ PARTICLE         %06s "PROTON"
@ MASS             %le        0.9382720813
@ CHARGE           %le                   1
@ ENERGY           %le         200.0022009
@ PC               %le                 200
@ GAMMA            %le         213.1601322
@ KBUNCH           %le                   1
@ BCURRENT         %le                   0
@ SIGE             %le              0.0003
@ SIGT             %le                   1
@ NPART            %le                   0
@ EX               %le     1.641976142e-09
@ EY               %le     3.283952285e-10
@ ET               %le               0.001
@ BV_FLAG          %le                   1
@ LENGTH           %le            2335.975
@ ALFA             %le      0.005796577504
@ ORBIT5           %le                  -0
@ GAMMATR          %le          13.1345191
@ Q1               %le         23.21998653
@ Q2               %le         20.16005938
@ DQ1              %le     6.523722838e-10
@ DQ2              %le     1.748931592e-09
@ DXMAX            %le         5.665685856
@ DYMAX            %le                  -0
@ XCOMAX           %le                   0
@ YCOMAX           %le                   0
@ BETXMAX          %le         4212.862086
@ BETYMAX          %le          4208.30176
@ XCORMS           %le                   0
@ YCORMS           %le                   0
@ DXRMS            %le         1.692066567
@ DYRMS            %le                   0
@ DELTAP           %le                   0
@ SYNCH_1          %le                   0
@ SYNCH_2          %le                   0
@ SYNCH_3          %le                   0
@ SYNCH_4          %le                   0
@ SYNCH_5          %le                   0
@ TITLE            %08s "no-title"
@ ORIGIN           %16s "5.04.02 Linux 64"
@ DATE             %08s "27/06/19"
@ TIME             %08s "13.47.44"
* NAME               KEYWORD                             S                  L              ANGLE               BETY               ALFY                MUY                K1L 
$ %s                 %s                                %le                %le                %le                %le                %le                %le                %le 
 "QAIP05A"           "QUADRUPOLE"               2076.487587                0.8                  0        11.43974478      -0.8086399438        17.92332924      0.06654583352
 "DQAFE"             "DRIFT"                    2076.537587               0.05                  0        11.52097021      -0.8158686827        17.92402241                  0
 "DAF03"             "DRIFT"                    2076.557145      0.01955786917                  0        11.55293882      -0.8186962573        17.92429221                  0
 "DBXAFE"            "DRIFT"                    2076.697145               0.14                  0        11.78500744      -0.8389367262        17.92620183                  0
 "BXAFR"             "RBEND"                    2080.697145                  4     -0.03674081153        20.78926245       -1.410607515        17.96733007                  0
 "DBXAFE"            "DRIFT"                    2080.837145               0.14                  0        21.18705133       -1.430741654        17.96839176                  0
 "DBSXT"             "DRIFT"                    2081.037145                0.2                  0         21.7651006       -1.459504709        17.96987407                  0
 "DBXAFE"            "DRIFT"                    2081.177145               0.14                  0         22.1765807       -1.479638848        17.97088827                  0
 "BXAFR"             "RBEND"                    2085.177145                  4     -0.03674081153        36.27681651        -2.04304062        17.99340828                  0
 "DBXAFE"            "DRIFT"                    2085.317145               0.14                  0        36.85166335       -2.063008252        17.99401768                  0
 "DAF02"             "DRIFT"                    2085.567145               0.25                  0         37.8920816       -2.098664736        17.99508246                  0
 "DAF03"             "DRIFT"                    2085.586703      0.01955786917                  0        37.97422698       -2.101454195        17.99516452                  0
 "DSXT"              "DRIFT"                    2085.636703               0.05                  0        38.18472896       -2.108585492         17.9953735                  0
 "DSXT02"            "DRIFT"                    2086.136703                0.5                  0        40.32897094       -2.179898461        17.99740141                  0
 "DSXT"              "DRIFT"                    2086.186703               0.05                  0        40.54731735       -2.187029758         17.9975982                  0
 "DQAFE"             "DRIFT"                    2086.236703               0.05                  0        40.76637689       -2.194161055        17.99779393                  0
 "QAIP06"            "QUADRUPOLE"               2087.036703                0.8                  0        40.13647955        2.954735454        18.00088886      -0.1267615062
 "DQAFE"             "DRIFT"                    2087.086703               0.05                  0        39.84161209        2.942613736        18.00108786                  0
 "MON"               "MONITOR"                  2087.236703               0.15                  0        38.96428275        2.906248583        18.00169378                  0
 "DAF01"             "DRIFT"                    2087.936703                0.7                  0        35.01432757        2.736544533        18.00471017                  0
 "DAF03"             "DRIFT"                    2087.956261      0.01955786917                  0        34.90737834        2.731803034         18.0047992                  0
 "DBXAFE"            "DRIFT"                    2088.096261               0.14                  0         34.1472252        2.697862224        18.00544458                  0
 "BXAFR"             "RBEND"                    2092.096261                  4     -0.03674081153        16.41176147        1.733010763        18.03246632                  0
 "DBXAFE"            "DRIFT"                    2092.236261               0.14                  0        15.93129949        1.698860518        18.03384432                  0
 "DBSXT"             "DRIFT"                    2092.436261                0.2                  0         15.2615125        1.650074453        18.03588577                  0
 "DBXAFE"            "DRIFT"                    2092.576261               0.14                  0        14.80427268        1.615924207        18.03736816                  0
 "BXAFR"             "RBEND"                    2096.576261                  4     -0.03674081153        5.768510864       0.6414914188        18.10861367                  0
 "DBXAFE"            "DRIFT"                    2096.716261               0.14                  0        5.593689239       0.6072344713        18.11253661                  0
 "DAF02"             "DRIFT"                    2096.966261               0.25                  0        5.305365284       0.5460613508        18.11984305                  0
 "DAF03"             "DRIFT"                    2096.985818      0.01955786917                  0        5.284099288       0.5412756873        18.12043094                  0
 "DSXT"              "DRIFT"                    2097.035818               0.05                  0         5.23058345       0.5290410632        18.12194463                  0
 "DSXT01"            "DRIFT"                    2097.535818                0.5                  0        4.762715508       0.4066948222        18.13791507                  0
 "DSXT"              "DRIFT"                    2097.585818               0.05                  0        4.722657757       0.3944601981        18.13959301                  0
 "DQAFE"             "DRIFT"                    2097.635818               0.05                  0        4.683823468        0.382225574        18.14128503                  0
 "QAIP07H"           "QUADRUPOLE"               2098.035818                0.4                  0        4.532276427   -0.0001563483032        18.15517848      0.06348603308
 "QAIP07H"           "QUADRUPOLE"               2098.435818                0.4                  0        4.684077882       -0.382554287        18.16907154      0.06348603308
 "DQAFE"             "DRIFT"                    2098.485818               0.05                  0        4.722945143      -0.3947909301        18.17076346                  0
 "MON"               "MONITOR"                  2098.635818               0.15                  0        4.846888911      -0.4315008593        18.17575397                  0
 "DAF01"             "DRIFT"                    2099.335818                0.7                  0        5.570909216      -0.6028138622        18.19725929                  0
 "DAF03"             "DRIFT"                    2099.355376      0.01955786917                  0        5.594582338      -0.6076003154        18.19781686                  0
 "DBXAFE"            "DRIFT"                    2099.495376               0.14                  0        5.769507191       -0.641862916        18.20173914                  0
 "BXAFR"             "RBEND"                    2103.495376                  4     -0.03674081153        14.80888371       -1.616455774        18.27296616                  0
 "DBXAFE"            "DRIFT"                    2103.635376               0.14                  0        15.26627314        -1.65061163        18.27444809                  0
 "DBSXT"             "DRIFT"                    2103.835376                0.2                  0        15.93627661        -1.69940571         18.2764889                  0
 "DBXAFE"            "DRIFT"                    2103.975376               0.14                  0        16.41689203       -1.733561566        18.27786647                  0
 "BXAFR"             "RBEND"                    2107.975376                  4     -0.03674081153        34.15739348       -2.698569999        18.30487989                  0
 "DBXAFE"            "DRIFT"                    2108.115376               0.14                  0        34.91774557        -2.73251636        18.30552507                  0
 "DAF02"             "DRIFT"                    2108.365376               0.25                  0        36.29915837       -2.793134862        18.30664269                  0
 "DAF03"             "DRIFT"                    2108.384934      0.01955786917                  0        36.40850665       -2.797877136        18.30672831                  0
 "DSXT"              "DRIFT"                    2108.434934               0.05                  0        36.68890055       -2.810000837        18.30694604                  0
 "DSXT02"            "DRIFT"                    2108.934934                0.5                  0        39.55951989        -2.93123784         18.3090349                  0
 "DSXT"              "DRIFT"                    2108.984934               0.05                  0        39.85324986        -2.94336154        18.30923532                  0
 "DQAFE"             "DRIFT"                    2109.034934               0.05                  0         40.1481922       -2.955485241        18.30943426                  0
 "QAIP06"            "QUADRUPOLE"               2109.834934                0.8                  0        40.77808609        2.194915002         18.3125283      -0.1267615062
 "DQAFE"             "DRIFT"                    2109.884934               0.05                  0        40.55895125        2.187781696        18.31272397                  0
 "MON"               "MONITOR"                  2110.034934               0.15                  0        39.90582673        2.166381776        18.31331738                  0
 "DAF01"             "DRIFT"                    2110.734934                0.7                  0        36.94279865        2.066515482        18.31621912                  0
 "DAF03"             "DRIFT"                    2110.754492      0.01955786917                  0        36.86201994        2.063725237        18.31630347                  0
 "DBXAFE"            "DRIFT"                    2110.894492               0.14                  0        36.28697313        2.043751978        18.31691271                  0
 "BXAFR"             "RBEND"                    2114.894492                  4     -0.03674081153        22.18167972        1.480191037        18.33942693                  0
 "DBXAFE"            "DRIFT"                    2115.034492               0.14                  0        21.77004581        1.460051211         18.3404409                  0
 "DBSXT"             "DRIFT"                    2115.234492                0.2                  0        21.19177956        1.431280031        18.34192288                  0
 "DBXAFE"            "DRIFT"                    2115.374492               0.14                  0        20.79384073        1.411140205        18.34298433                  0
 "BXAFR"             "RBEND"                    2119.374492                  4     -0.03674081153        11.78597085       0.8393071432        18.38410622                  0
 "DBXAFE"            "DRIFT"                    2119.514492               0.14                  0        11.55379932       0.8190609445        18.38601569                  0
 "DAF03"             "DRIFT"                     2119.53405      0.01955786917                  0        11.52181646       0.8162325695        18.38628548                  0
 "DQAFE"             "DRIFT"                     2119.58405               0.05                  0        11.44055474       0.8090017842        18.38697859                  0
 "QAIP05A"           "QUADRUPOLE"                2120.38405                0.8                  0        10.81387071     -0.01179476262        18.39853771      0.06654583352
 "DQAFE"             "DRIFT"                     2120.43405               0.05                  0         10.8152814     -0.01641909715        18.39927354                  0
 "DCCBS01"           "DRIFT"                     2120.53405                0.1                  0        10.81949009     -0.02566776623        18.40074485                  0
 "DSXT"              "DRIFT"                     2120.58405               0.05                  0        10.82228808     -0.03029210077        18.40148026                  0
 "SXTIPXH2"          "SEXTUPOLE"                 2120.83405               0.25                  0        10.84321455     -0.05341377347        18.40515359                  0
 "MS3"               "MARKER"                    2120.83405                  0                  0        10.84321455     -0.05341377347        18.40515359                  0
 "SXTIPXH2"          "SEXTUPOLE"                 2121.08405               0.25                  0        10.87570186     -0.07653544616        18.40881789                  0
 "DSXT"              "DRIFT"                     2121.13405               0.05                  0        10.88358662      -0.0811597807        18.40954933                  0
 "DCCBS02"           "DRIFT"                     2121.88405               0.75                  0        11.05735005      -0.1505247988        18.42043885                  0
 "DCRAB"             "DRIFT"                     2146.88405                 25                  0        76.38777173       -2.462692068        18.58527146                  0
 "DSXT"              "DRIFT"                     2146.93405               0.05                  0        76.63427215       -2.467316403        18.58537547                  0
 "DSXT01"            "DRIFT"                     2147.43405                0.5                  0        79.12471022       -2.513559748        18.58639741                  0
 "DSXT"              "DRIFT"                     2147.48405               0.05                  0        79.37629742       -2.518184083        18.58649782                  0
 "DQAFE"             "DRIFT"                     2147.53405               0.05                  0        79.62834704       -2.522808417        18.58659792                  0
 "QAE15"             "QUADRUPOLE"                2148.33405                0.8                  0        87.31575747       -7.223823556        18.58813588      0.05376153334
 "DQAFE"             "DRIFT"                     2148.38405               0.05                  0        88.03966257       -7.254278326        18.58822664                  0
 "MON"               "MONITOR"                   2148.53405               0.15                  0        90.22965071       -7.345642637         18.5884945                  0
 "DAF03"             "DRIFT"                    2148.553608      0.01955786917                  0        90.51721393       -7.357555245        18.58852894                  0
 "DAE01"             "DRIFT"                    2151.674536        3.120928253                  0        142.3747249       -9.258498307        18.59290493                  0
 "DBXAFE"            "DRIFT"                    2151.814536               0.14                  0        144.9790427       -9.343771664        18.59306002                  0
 "BXAE3R"            "RBEND"                    2155.814536                  4     -0.02867140129        229.3248527       -11.73401318        18.59655172                  0
 "DBXAFE"            "DRIFT"                    2155.954536               0.14                  0        232.6222297       -11.81867993        18.59664819                  0
 "DBSXT"             "DRIFT"                    2156.154536                0.2                  0        237.3738922       -11.93963242        18.59678365                  0
 "DBXAFE"            "DRIFT"                    2156.294536               0.14                  0        240.7288426       -12.02429917        18.59687686                  0
 "BXAE3R"            "RBEND"                    2160.294536                  4     -0.02867140129        346.3620307       -14.37314266        18.59908164                  0
 "DBXAFE"            "DRIFT"                    2160.434536               0.14                  0        350.3982577        -14.4570497         18.5991456                  0
 "DAF02"             "DRIFT"                    2160.684536               0.25                  0         357.664241       -14.60688369        18.59925799                  0
 "DAE03"             "DRIFT"                    2161.303981       0.6194450724                  0        375.9905378       -14.97813942        18.59952683                  0
 "DSXT"              "DRIFT"                    2161.353981               0.05                  0        377.4898501       -15.00810622        18.59954795                  0
 "DSXT02"            "DRIFT"                    2161.853981                0.5                  0        392.6477903       -15.30777421        18.59975465                  0
 "DSXT"              "DRIFT"                    2161.903981               0.05                  0         394.180066       -15.33774101        18.59977488                  0
 "DQAFE"             "DRIFT"                    2161.953981               0.05                  0        395.7153385       -15.36770781        18.59979503                  0
 "QAE16"             "QUADRUPOLE"               2162.753981                0.8                  0        391.8783615        20.04899358        18.60011451     -0.08943452072
 "DQAFE"             "DRIFT"                    2162.803981               0.05                  0        389.8760329        19.99757939        18.60013487                  0
 "MON"               "MONITOR"                  2162.953981               0.15                  0        383.8998954        19.84333683        18.60019658                  0
 "DAF03"             "DRIFT"                    2162.973539      0.01955786917                  0         383.124102         19.8232258         18.6002047                  0
 "DAE01"             "DRIFT"                    2166.094467        3.120928253                  0        269.4060533        16.61402605         18.6017508                  0
 "DBXAFE"            "DRIFT"                    2166.234467               0.14                  0        264.7742803        16.47006633        18.60183422                  0
 "BXAE3R"            "RBEND"                    2170.234467                  4     -0.02867140129        149.3028223        12.38593197        18.60503634                  0
 "DBXAFE"            "DRIFT"                    2170.374467               0.14                  0        145.8550319        12.24114179        18.60518734                  0
 "DBSXT"             "DRIFT"                    2170.574467                0.2                  0        140.9999439        12.03429866         18.6054093                  0
 "DBXAFE"            "DRIFT"                    2170.714467               0.14                  0        137.6506109        11.88950847        18.60556924                  0
 "BXAE3R"            "RBEND"                    2174.714467                  4     -0.02867140129        59.00795062        7.763075014        18.61263531                  0
 "DBXAFE"            "DRIFT"                    2174.854467               0.14                  0        56.85463942        7.617719233           18.61302                  0
 "DAF02"             "DRIFT"                    2175.104467               0.25                  0        53.11067078         7.35815534        18.61374409                  0
 "DAE03"             "DRIFT"                    2175.723912       0.6194450724                  0        44.39311597         6.71501304        18.61577451                  0
 "DSXT"              "DRIFT"                    2175.773912               0.05                  0        43.72421031        6.663100261        18.61595513                  0
 "DSXT01"            "DRIFT"                    2176.273912                0.5                  0        37.32067394        6.143972474        18.61792513                  0
 "DSXT"              "DRIFT"                    2176.323912               0.05                  0        36.70887233        6.092059695        18.61814012                  0
 "DQAFE"             "DRIFT"                    2176.373912               0.05                  0          36.102262        6.040146917        18.61835871                  0
 "QAE17"             "QUADRUPOLE"               2177.173912                0.8                  0        30.00593079        1.817412778        18.62228844       0.1174281279
 "DQAFE"             "DRIFT"                    2177.223912               0.05                  0        29.82454803        1.810242547        18.62255445                  0
 "MON"               "MONITOR"                  2177.373912               0.15                  0        29.28470187        1.788731854        18.62336225                  0
 "DAF03"             "DRIFT"                     2177.39347      0.01955786917                  0        29.21478915        1.785927165        18.62346867                  0
 "DAE01"             "DRIFT"                    2180.514398        3.120928253                  0        19.46407679        1.338371624        18.64435843                  0
 "DBXAFE"            "DRIFT"                    2180.654398               0.14                  0        19.09214347        1.318294977        18.64551429                  0
 "BXAE3R"            "RBEND"                    2184.654398                  4     -0.02867140129        10.82890021       0.7466666807        18.69038143                  0
 "DBXAFE"            "DRIFT"                    2184.794398               0.14                  0        10.62265259       0.7265306046        18.69245898                  0
 "DBSXT"             "DRIFT"                    2184.994398                0.2                  0        10.33779351       0.6977647816        18.69549669                  0
 "DBXAFE"            "DRIFT"                    2185.134398               0.14                  0        10.14523842       0.6776287056        18.69767248                  0
 "BXAE3R"            "RBEND"                    2189.134398                  4     -0.02867140129        7.019364204       0.1035186247        18.77626796                  0
 "DBXAFE"            "DRIFT"                    2189.274398               0.14                  0        6.993201187      0.08336006749        18.77944843                  0
 "DAF02"             "DRIFT"                    2189.524398               0.25                  0        6.960520509      0.04736264392        18.78515262                  0
 "DAE03"             "DRIFT"                    2190.143843       0.6194450724                  0        6.957093999     -0.04183106266        18.79933873                  0
 "DSXT"              "DRIFT"                    2190.193843               0.05                  0        6.961637079     -0.04903054738         18.8004822                  0
 "DSXT02"            "DRIFT"                    2190.693843                0.5                  0         7.04666505      -0.1210253945        18.81185355                  0
 "DSXT"              "DRIFT"                    2190.743843               0.05                  0        7.059127564      -0.1282248792        18.81298186                  0
 "DQAFE"             "DRIFT"                    2190.793843               0.05                  0        7.072310026      -0.1354243639        18.81410812                  0
 "QAE18"             "QUADRUPOLE"               2191.593843                0.8                  0        7.603930821      -0.5358292533         18.8315939      0.03804174672
 "DQAFE"             "DRIFT"                    2191.643843               0.05                  0         7.65793692      -0.5442927245        18.83263674                  0
 "MON"               "MONITOR"                  2191.793843               0.15                  0        7.825033299      -0.5696831381        18.83572092                  0
 "DAF03"             "DRIFT"                    2191.813401      0.01955786917                  0        7.847381623      -0.5729936873        18.83611814                  0
 "DAE01"             "DRIFT"                     2194.93433        3.120928253                  0        13.07264288       -1.101271414        18.88597041                  0
 "DBXAFE"            "DRIFT"                     2195.07433               0.14                  0        13.38431656       -1.124969134        18.88765493                  0
 "BXAE3R"            "RBEND"                     2199.07433                  4     -0.02867140129        25.07767998       -1.797170073        18.92268578                  0
 "DBXAFE"            "DRIFT"                     2199.21433               0.14                  0         25.5841935       -1.820783695        18.92356545                  0
 "DBSXT"             "DRIFT"                     2199.41433                0.2                  0        26.31925373       -1.854517439        18.92479214                  0
 "DBXAFE"            "DRIFT"                     2199.55433               0.14                  0        26.84182452       -1.878131061        18.92563045                  0
 "BXAE3R"            "RBEND"                     2203.55433                  4     -0.02867140129        44.53733422       -2.543927916        18.94408424                  0
 "DBXAFE"            "DRIFT"                     2203.69433               0.14                  0        45.25292212       -2.567414272        18.94458056                  0
 "DAF02"             "DRIFT"                     2203.94433               0.25                  0        46.54711424       -2.609354194        18.94544751                  0
 "DAE03"             "DRIFT"                    2204.563775       0.6194450724                  0        49.84418887       -2.713272106        18.94749434                  0
 "MAE31"             "MARKER"                   2204.563775                  0                  0        49.84418887       -2.713272106        18.94749434                  0
 "BXYC"              "KICKER"                   2205.063775                0.5                  0         52.5994009       -2.797151949        18.94904851                  0
 "DQAFE"             "DRIFT"                    2205.113775               0.05                  0         52.8795355       -2.805539933         18.9491994                  0
 "QAE3R2IP01"        "QUADRUPOLE"               2205.913775                0.8                  0        53.85782147        1.609756248        18.95155912     -0.08265745168
 "DQAFE"             "DRIFT"                    2205.963775               0.05                  0        53.69701255        1.606422178         18.9517071                  0
 "MON"               "MONITOR"                  2206.113775               0.15                  0        53.21658623        1.596419967        18.95215369                  0
 "TDR"               "DRIFT"                    2214.432535        8.318760335                  0        31.27058748        1.041713345        18.98483837                  0
 "BXYC"              "KICKER"                   2214.932535                0.5                  0        30.24554448        1.008372642        18.98742605                  0
 "DQAFE"             "DRIFT"                    2214.982535               0.05                  0        30.14487392        1.005038572        18.98768959                  0
 "QAE3R2IP02"        "QUADRUPOLE"               2215.782535                0.8                  0        30.63792508       -1.635490791        18.99192815      0.08642093512
 "DQAFE"             "DRIFT"                    2215.832535               0.05                  0        30.80177402       -1.641487983        18.99218719                  0
 "MON"               "MONITOR"                  2215.982535               0.15                  0        31.29691915       -1.659479558         18.9929561                  0
 "TDR"               "DRIFT"                    2224.301295        8.318760335                  0        67.20687046       -2.657263547        19.02198508                  0
 "BXYC"              "KICKER"                   2224.801295                0.5                  0        69.89411997       -2.717235463        19.02314617                  0
 "DQAFE"             "DRIFT"                    2224.851295               0.05                  0        70.16614337       -2.723232654        19.02325981                  0
 "QAE3R2IP03"        "QUADRUPOLE"               2225.651295                0.8                  0        67.67665676         5.73296235        19.02507755      -0.1222670456
 "DQAFE"             "DRIFT"                    2225.701295               0.05                  0        67.10461158        5.707941272        19.02519564                  0
 "MON"               "MONITOR"                  2225.851295               0.15                  0        65.40348869         5.63287804          19.025556                  0
 "TDR"               "DRIFT"                    2234.170056        8.318760335                  0        6.316422446        1.469991121        19.09266637                  0
 "BXYC"              "KICKER"                   2234.670056                0.5                  0        4.971536712        1.219780347        19.10688596                  0
 "DQAFE"             "DRIFT"                    2234.720056               0.05                  0        4.850809731         1.19475927        19.10850645                  0
 "QAE3R2IP04"        "QUADRUPOLE"               2235.520056                0.8                  0        3.575245407       0.4436325763        19.13970505       0.1039054063
 "DQAFE"             "DRIFT"                    2235.570056               0.05                  0        3.531719022       0.4268951258        19.14194459                  0
 "MON"               "MONITOR"                  2235.720056               0.15                  0        3.411182337       0.3766827742        19.14882479                  0
 "TDR"               "DRIFT"                    2244.038816        8.318760335                  0        20.30934011       -2.408014018        19.39351478                  0
 "BXYC"              "KICKER"                   2244.538816                0.5                  0        22.80104138       -2.575388523        19.39721309                  0
 "DQAFE"             "DRIFT"                    2244.588816               0.05                  0        23.05941711       -2.592125974        19.39756014                  0
 "QAE3R2IP05"        "QUADRUPOLE"               2245.388816                0.8                  0        26.93110188       -2.216732905        19.40265409     -0.02379432248
 "DQAFE"             "DRIFT"                    2245.438816               0.05                  0        27.15332415       -2.227712598        19.40294836                  0
 "MON"               "MONITOR"                  2245.588816               0.15                  0        27.82657879       -2.260651678        19.40381687                  0
 "TDR"               "DRIFT"                    2253.907576        8.318760335                  0        80.63450278       -4.087400419        19.43191299                  0
 "BXYC"              "KICKER"                   2254.407576                0.5                  0        84.77680167       -4.197197352        19.43287548                  0
 "DQAFE"             "DRIFT"                    2254.457576               0.05                  0        85.19707039       -4.208177045        19.43296911                  0
 "QAE3R2IP06"        "QUADRUPOLE"               2255.257576                0.8                  0         83.6715621        6.053254447        19.43445299      -0.1207638785
 "DQAFE"             "DRIFT"                    2255.307576               0.05                  0        83.06736135         6.03076061        19.43454845                  0
 "MON"               "MONITOR"                  2255.457576               0.15                  0        81.26825539        5.963279099        19.43483901                  0
 "TDR"               "DRIFT"                    2263.776337        8.318760335                  0        13.18634423        2.220862338        19.47573164                  0
 "BXYC"              "KICKER"                   2264.276337                0.5                  0        11.07795107        1.995923969        19.48231764                  0
 "DQAFE"             "DRIFT"                    2264.326337               0.05                  0        10.87948337        1.973430132        19.48304251                  0
 "QAE3R2IP07"        "QUADRUPOLE"               2265.126337                0.8                  0        8.549244589        0.996915985        19.49639155      0.07438149261
 "DQAFE"             "DRIFT"                    2265.176337               0.05                  0        8.450136036        0.985255063        19.49732781                  0
 "MON"               "MONITOR"                  2265.326337               0.15                  0        8.159806932       0.9502722971        19.50020298                  0
 "TDR"               "DRIFT"                    2273.645097        8.318760335                  0         8.48876157       -0.989816006         19.7453312                  0
 "BXYC"              "KICKER"                   2274.145097                0.5                  0        9.536882186       -1.106425226        19.75418008                  0
 "DQAFE"             "DRIFT"                    2274.195097               0.05                  0        9.648107754       -1.118086148        19.75500968                  0
 "QAE3R2IP08"        "QUADRUPOLE"               2274.995097                0.8                  0        12.28161579       -2.242194126        19.76683961      0.07823797315
 "DQAFE"             "DRIFT"                    2275.045097               0.05                  0        12.50706213       -2.266732569        19.76748169                  0
 "MON"               "MONITOR"                  2275.195097               0.15                  0         13.1981242       -2.340347897        19.76933987                  0
 "TDR"               "DRIFT"                    2283.513857        8.318760335                  0        86.09778573       -6.422936367         19.8090258                  0
 "BXYC"              "KICKER"                   2284.013857                0.5                  0        92.64341432       -6.668320794        19.80991682                  0
 "DQAFE"             "DRIFT"                    2284.063857               0.05                  0        93.31147332       -6.692859237        19.81000241                  0
 "QAE3R2IP09"        "QUADRUPOLE"               2284.863857                0.8                  0        101.9422221       -4.009230019        19.81130268     -0.02996565535
 "DQAFE"             "DRIFT"                    2284.913857               0.05                  0        102.3435639       -4.017604334        19.81138059                  0
 "MON"               "MONITOR"                  2285.063857               0.15                  0        103.5526136       -4.042727278        19.81161249                  0
 "MAE32"             "MARKER"                   2285.063857                  0                  0        103.5526136       -4.042727278        19.81161249                  0
 "TDR"               "DRIFT"                    2293.382618        8.318760335                  0        182.4039211       -5.436005647        19.82125181                  0
 "BXYC"              "KICKER"                   2293.882618                0.5                  0        187.8817983       -5.519748795        19.82168168                  0
 "DQAFE"             "DRIFT"                    2293.932618               0.05                  0        188.4341919        -5.52812311        19.82172397                  0
 "QAE3R2IP10"        "QUADRUPOLE"               2294.732618                0.8                  0        182.6784382          12.535657        19.82240138     -0.09704412584
 "DQAFE"             "DRIFT"                    2294.782618               0.05                  0        181.4270368        12.49237256        19.82244509                  0
 "MON"               "MONITOR"                  2294.932618               0.15                  0         177.698803        12.36251922        19.82257805                  0
 "TDR"               "DRIFT"                    2303.251378        8.318760335                  0        31.92434119        5.161060728        19.84019224                  0
 "BXYC"              "KICKER"                   2303.751378                0.5                  0        26.97970268        4.728216277        19.84290387                  0
 "DQAFE"             "DRIFT"                    2303.801378               0.05                  0        26.50904528        4.684931832        19.84320143                  0
 "QAE3R2IP11"        "QUADRUPOLE"               2304.601378                0.8                  0        21.60445526        1.630387574        19.84860378       0.1135857466
 "DQAFE"             "DRIFT"                    2304.651378               0.05                  0        21.44183981        1.621921349        19.84897351                  0
 "MON"               "MONITOR"                  2304.801378               0.15                  0        20.95907321        1.596522674        19.85009966                  0
 "BXYC"              "KICKER"                   2305.301378                0.5                  0        19.40488166        1.511860422        19.85404599                  0
 "DQAFE"             "DRIFT"                    2305.351378               0.05                  0        19.25411893        1.503394197        19.85445768                  0
 "QAE3R2IP11"        "QUADRUPOLE"               2306.151378                0.8                  0        18.61522374      -0.6807306999        19.86128744       0.1135857466
 "DQAFE"             "DRIFT"                    2306.201378               0.05                  0        18.68349335      -0.6846613383        19.86171414                  0
 "MON"               "MONITOR"                  2306.351378               0.15                  0        18.89066053      -0.6964532537         19.8629849                  0
 "TDR22"             "DRIFT"                       2306.875       0.5236220475                  0        19.64157114      -0.7376166328        19.86731183                  0
 "BXYC"              "KICKER"                      2307.375                0.5                  0        20.39884097      -0.7769230174        19.87128781                  0
 "DQAFE"             "DRIFT"                       2307.425               0.05                  0         20.4767298      -0.7808536558        19.87167718                  0
 "QAE3R2IP12"        "QUADRUPOLE"                  2308.225                0.8                  0        22.92536777       -2.333776133        19.87760709      0.06618626947
 "DQAFE"             "DRIFT"                       2308.275               0.05                  0        23.15944837        -2.34783591        19.87795244                  0
 "MON"               "MONITOR"                     2308.425               0.15                  0        23.87012604        -2.39001524        19.87896781                  0
 "BXYC"              "KICKER"                      2308.925                0.5                  0        26.33044017       -2.530613007        19.88214222                  0
 "DQAFE"             "DRIFT"                       2308.975               0.05                  0        26.58420446       -2.544672784          19.882443                  0
 "QAE3R2IP12"        "QUADRUPOLE"                  2309.775                0.8                  0        32.41672233       -4.874200143        19.88681917      0.06618626947
 "DQAFE"             "DRIFT"                       2309.825               0.05                  0        32.90605168       -4.912386958        19.88706282                  0
 "MON"               "MONITOR"                     2309.975               0.15                  0        34.39695183         -5.0269474        19.88777242                  0
 "M88"               "MARKER"                      2309.975                  0                  0        34.39695183         -5.0269474        19.88777242                  0
 "DFFUS042"          "DRIFT"                       2322.375               12.4                  0        276.4973383       -14.49727732        19.90806389                  0
 "MCORR01"           "MARKER"                      2322.375                  0                  0        276.4973383       -14.49727732        19.90806389                  0
 "AASOLEUS"          "SOLENOID"                    2323.975                1.6                  0        324.8437906       -15.71925537        19.90891358                  0
 "DFFUS0101"         "DRIFT"                       2324.175                0.2                  0        331.1620422       -15.87200263        19.90901063                  0
 "DFFUS0101"         "DRIFT"                       2324.375                0.2                  0        337.5413927       -16.02474989        19.90910584                  0
 "QFFUS03S"          "QUADRUPOLE"                  2324.875                0.5                  0        353.7570767       -16.40661803        19.90933613                  0
 "DFFUS0101"         "DRIFT"                       2325.075                0.2                  0        360.3502734       -16.55936528        19.90942528                  0
 "QFFUS02"           "QUADRUPOLE"                  2327.175                2.1                  0        738.6078867       -199.1916867        19.91014188       0.2940034465
 "DFFUS0101"         "DRIFT"                       2327.375                0.2                  0        820.4333783       -209.9357713        19.91018277                  0
 "QFFUS02S"          "QUADRUPOLE"                  2327.875                0.5                  0        1043.799255       -236.7959828        19.91026876                  0
 "DFFUS0101"         "DRIFT"                       2328.075                0.2                  0        1140.666465       -247.5400674        19.91029793                  0
